pageRefs,normalizedText,moneyValue,dateValue,mentionText,id,confidence
[1],,,,"17/08/22 UPI-GANESH MADHAVRAO
0000222990989915 1,800.00",446,0.41951656
[],,,,"29/12/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000336306566367 12/23 350.00",447,0.42600027
[8],,,,"TM-PYTM0123456-403320391014-PAYMENT FROM
PHONE",447,0.46683821
[2],,,,UPI-AJAY 5.00,447,0.42324117
[9],,,,UPI-BHAWANI 6.00,447,0.44305632
[8],,,,"05/04/25 UPI-TULSI SAREE-11528934@CBIN-CBIN028002
0000701385013980 04/25 400.00",448,0.48994577
[6],,,,BIZAXIS-UTIB0000553-331328894277-PAYMENT,448,0.45437577
[5],,,,YESBOYBLUPI-300293068076-UPI,448,0.48042628
[2],,,,21/11/23 UPI-RESORT GOLDEN 80.00,448,0.42859828
[2],,,,YTM-PYTM0123456-401572813273-UPI,449,0.46423042
[9],,,,"YTM-PYTM0123456-407476407967-PAYMENT FRO
M PHONE",449,0.40615314
[4],,,,"01/01/25 UPI-HIRA LAL-9783214930-2@IBL-UTIB000456
0000521113999696 01/25 1,250.00",449,0.43356055
[2],,,,TMUPI-421848543111-PAY BY WHATSAPP,449,0.45387888
[2],,,,15/10/24 UPI-MAHADEV PAN 35.00,450,0.45251098
[1],,,,"GE@PAYTM-YESBOPTMUPI-424848608082-PAY BY
WHATSAPP",450,0.42050439
[7],,,,UPI-SURESHKUMAR CHOTMAL 50.00,450,0.479312
[8],,,,25/11/22 UPI-SURESHKUMAR CHOTMAL 192.00,450,0.44084075
[5],,,,OCIATES@ICICI-ICIC0DC0099-228588777003-P,450,0.41715926
[2],,,,"16/01/24 UPI-MSMAULIPETROLIUM-Q576981270@YBL-YESB
0000401600669740 320.00",451,0.46510428
[6],,,,"02/03/24 UPI-ANKIT SINGH-9528229317@YBL-IPOS00000
0000406281037149 30.00",451,0.40483338
[3],,,,"05/09/23 UPI-SPOTIFY INDIA-SPOTIFY.BDSI@ICICI-ICI
0000324809769589 09/23 59.00",451,0.42977589
[],,,,12/07/24 UPI-MANJUDEVI 10.00,451,0.44452703
[2],,,,"30/12/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000 12/23 110.00",452,0.42388654
[3],,,,TMUPI-425581537706-PAY BY WHATSAPP,452,0.41975346
[2],,,,"24/08/22 UPI-CREDCLUB1-CRED.CLUB@AXISB-UTIB000011
0000223608438761 990.00",452,0.41520798
[7],,,,"KUMAR-AMITKULHARI261@AXL-HDFC00
09506-370567919998-PAYMENT FROM PHONE",452,0.42741007
[9],,,,"SBOPTMUPI-065479677007-PAYMENT FROM PHON
E",453,0.48794165
[1],,,,MARK-PAYTMQR28100505,453,0.47594321
[6],,,,DSCNB A/C-ROHIT KUMAR-YESF343053730675,454,0.4520551
[7],,,,AYTM-YESBOPTMUPI-537711606203-UPI,454,0.43214157
[3],,,,09/09/24 UPI-AJAY 20.00,454,0.41855156
[6],,,,19/11/22 UPI-MANJAY 18.00,454,0.43962753
[],,,,"141GNF30EXV2@PAYTM-PYTM0123456-332155453
638-UPI",454,0.4259544
[6],,,,UPI-EJAJ 40.00,455,0.46466094
[],,,,20/02/24 UPI-MR HANUMANT DADA 25.00,455,0.40298763
[1],,,,"26/02/25 UPI-MANOJ PARSNATH DUBEY-7028570343@YBL-
0000269 1,500.00",455,0.48274878
[],,,,"12/07/24 UPI-DEEPAK LAL-8177846549@AXL-BKID000062
0000419402783071 07/24 135.00",455,0.44539869
[5],,,,"29/12/22 UPI-ISMAIL I ATTAR-PAYTMQR2810050501011E
0000236360272150 12/22 80.00",455,0.47613186
[1],,,,"22/08/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000323495830169 08/23 66.00",456,0.42822987
[4],,,,E089503@YESBANKLTD-YESBOYESUPI-648217262,456,0.4496516
[5],,,,"03/01/25 UPI-MAHADEV SHANTILAL PU-Q928855825@YBL-
0000536912801658 25.00",456,0.42964163
[6],,,,19/10/22 UPI-SHREE KRISHNA 94.00,456,0.41554195
[8],,,,UPI-SUMIT KRISHNAKUMAR 500.00,456,0.42475542
[6],,,,ZS@PAYTM-PYTM0123456-400568067636-UPI,457,0.41738489
[2],,,,16/01/24 UPI-MAHADEV 3.00,458,0.45187396
[8],,,,"KUMAR-KUMARNWB@YBL-DBSSOIN0811
-560003851713-PAYMENT FROM PHONE",458,0.44677249
[4],,,,UPI-JAY 20.00,458,0.41349408
[9],,,,"YTM-PYTM0123456-233585866393-PAYMENT FRO
M PHONE",458,0.43585834
[1],,,,"KUMAR-KUMARNWB@AXL-DBSSOIN0811
-336456844090-PAYMENT FROM PHONE",459,0.41627124
[2],,,,"23/02/24 UPI-SANVI SNACKS AND
0000405494476785 02/24 12.00",459,0.40282884
[7],,,,"28/03/25 UPI-ROHIT 11,695.00",459,0.47456223
[7],,,,"UNB0450800-370537630392-PAYMENT FROM PHO
NE",459,0.42360163
[6],,,,8394249-PAYMENT FROM PHONE,460,0.44251409
[2],,,,WEDP-BHARATPE9M0A7N2,460,0.42575794
[2],,,,"04/08/24 IMPS-421711357428-KOMAL RANI-UTIB-XXXXXX
0000421711357428 8,000.00",460,0.44105041
[7],,,,8876330-PAYMENT FROM PHONE,460,0.47666395
[2],,,,"07/11/22 UPI-KOMAL 11/22 10,000.00",460,0.43128946
[6],,,,AYMENT FROM PHONE,460,0.41363233
[5],,,,"YADAV-Q698881675@YBL-YESBOYBLUP
I-400322813717-UPI",461,0.41625744
[5],,,,"04/11/23 UPI-MEHER TOURS AND TRAV-9923744594@OKBI
0000330806223088 11/23 159.00",461,0.4278895
[9],,,,29/09/24 UPI-VIJAY 70.00,461,0.41265765
[8],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-335353699555-UPI",461,0.41636589
[4],,,,UPI-ROHIT PAN 60.00,462,0.45223811
[],,,,"04/10/24 UPI-MAHADEV SHANTILAL PU-Q857262019@YBL-
0000427802462836 45.00",462,0.43662146
[1],,,,"18/12/24 IMPS-435312314883-ROHIT KUMAR-UTIB-XXXXX
0000435312314883 200,000.00",462,0.42242795
[9],,,,12/01/23 UPI-MAHADEV 01/23 40.00,462,0.47668141
[8],,,,"SWEETS-MANPASANDSWEE123TS@
ICICI-ICICODC0099-229714008008-PAYMENT F
ROM PHONE",462,0.40858367
[4],,,,"141GNF30EXV2@PAYTM-PYTM0123456-400282918
050-UPI",463,0.41432121
[],,,,"KHDFCBANK-BARBOHARSUL-766888341606-PAYME
NT FROM PHONE",463,0.4687975
[8],,,,20/12/23 UPI-KAMLESH PATIDAR-Q195820460@YBL-YESBO 25.00,463,0.41615728
[7],,,,"09/03/24 UPI-ROHIT KUMAR-NSROHIT 16-1@OKICICI-CITI
0000443598309201 03/24 5,000.00",464,0.40329912
[4],,,,13/08/24 UPI-POONA 400.00,464,0.4417305
[9],,,,27/10/22 UPI-SURESHKUMAR CHOTMAL 24.00,464,0.40925327
[5],,,,POS 416021XXXXXX9659 TOTAL DENTAL CAR 500.00,465,0.41212073
[6],,,,10473-438712853883-PAYMENT FROM PHONE,465,0.4514116
[3],,,,"KUMAR-NSROHIT16@OKAXIS-DBSSOIN
0811-543492948212-UPI",465,0.46940869
[7],,,,BOYBLUPI-427157860631-PAY BY WHATSAPP,465,0.41090924
[6],,,,JOZWLQKN@PAYTM-PYTM0123456-232392036983,465,0.43085799
[6],,,,"UPI-KOMAL 5,000.00",466,0.42671719
[1],,,,YESBOYBLUPI-428077842002-PAY BY WHATSAPP,466,0.43346277
[3],,,,"29/12/24 UPI-KOMAL RANI-7507438491-3@YBL-UTIB0005
0000464131622606 12/24 500.00",466,0.42186844
[8],,,,"02/02/24 EAW-416021XXXXXX9659-DLBN2758-NOIDA
0000403309837437 02/02/24 02/24 2,200.00",467,0.44910097
[3],,,,"10/03/25 ACH D- HDFC BANK LTD-415012388 64,542.00",467,0.46820042
[5],,,,TMUPI-426334499947-PAY BY WHATSAPP,467,0.40891942
[9],,,,626-PAYMENT FROM PHONE,467,0.47578448
[5],,,,ZGSAZKCO75TF@PAYTM-PYTM0123456-232141685,467,0.42961335
[],,,,"17/11/23 UPI-AJEET SINGH-PAYTMQR2810050501011EBAO
0000332154473848 11/23 15.00",467,0.41369107
[],,,,"29/12/23 UPI-MAHADEV SHANTILAL PU-Q664350536@YBL-
0000336326552930 28.00",468,0.40649724
[2],,,,"09/10/24 UPI-MD 4,200.00",468,0.433615
[2],,,,"04/08/24 UPI-PRERIT BHATNAGAR-PRERIT.BHATNAGAR.3
0000421704037000 3,500.00",468,0.43870142
[],,,,"04/08/22 UPI-UBER INDIA SYSTEMS
0000221692861563 08/22 1.00",468,0.40681574
[8],,,,"UPI-KAVITA DINESH CHOUDH-Q237132841@YBL-
0000407063851160 54.00",469,0.40125728
[1],,,,UPI-PRASHANT DEVRANG 21/08/23 235.00,469,0.42473987
[2],,,,UPI-BHAWANI HARDWARE,469,0.40395263
[7],,,,5765860-PAYMENT FROM PHONE,469,0.47297612
[7],,,,"22/11/22 UPI-SURESHKUMAR CHOTMAL
0000232617082839 11/22 20.00",469,0.42976829
[4],,,,"RAZA-RSHANU124@IBL-INDB0000
566-763695594285-PAYMENT FROM PHONE",471,0.46842083
[8],,,,0101GKY2K846VOLL@PAYTM-YESBOPTMUPI-71572,471,0.41238019
[8],,,,SBOPTMUPI-427352152534-PAY BY WHATSAPP,471,0.39838105
[7],,,,"07/01/23 UPI-XXXXXX0702-CITI0000005-300732247787-
0000300732247787 1,000.00",471,0.47337368
[7],,,,"POS 416021XXXXXX9659 PETALS 11,999.00",472,0.40695071
[9],,,,"PAYTM-PYTM0123456-403462691753-PAYMENT F
ROM PHONE",472,0.44412732
[6],,,,"KUMAR-Q494986709@YBL-YESBOY
BLUPI-406433142539-UPI",472,0.39676094
[],,,,06/10/24 UPI-AGATYA KITCHEN AND B-Q995589351@YBL- 919.00,472,0.4253853
[1],,,,"RANI-KOMALRANI905-2@OKAXIS-UTI
B0005144-420336807130-UPI",472,0.43374792
[9],,,,UPI-KAMLESH 25.00,472,0.41352037
[5],,,,19/03/25 UPI-ABHISHEK 30.00,473,0.46400818
[5],,,,BHATNAGAR-PRERIT.BHATNAGAR.30,473,0.42407998
[5],,,,03/01/25 UPI-ROHIT PAN 25.00,473,0.40877542
[5],,,,YESBOYBLUPI-426306249738-PAY BY WHATSAPP,473,0.39725965
[7],,,,"22/10/22 UPI-BONNY FOODS-Q815995507@YBL-IBKL00011
0000229593775437 10/22 584.00",473,0.40667003
[7],,,,ESBOYBLUPI-402490008299-UPI,474,0.44145167
[8],,,,"11/03/24 UPI-ROHIT KUMAR-NSROHIT 16-1@OKICICI-CITI
0000443762724474 03/24 40,000.00",474,0.39525998
[],,,,CBANK-419402783071-UPI,474,0.42018479
[7],,,,JWRY6GT1HB@PAYTM-PYTM0123456-23285473652,474,0.42985454
[],,,,"ING-PAYTMQRMWAQPQAG
PB@PAYTM-PYTM0123456-336272249289-UPI",475,0.40416291
[1],,,,"23/08/23 UPI-RAMDAS DHONDIRAM
0000323540595353 08/23 173.00",475,0.42281607
[1],,,,UPI-RAMDAS DHONDIRAM 4.00,475,0.38186583
[2],,,,"UPI-ROHIT KUMAR-7767983051@YBL-CITI00000
0000332668739613 UPI-ROHIT KUMAR- 11/23 1,000.00",475,0.40825513
[6],,,,"ENTERPRISES-PAYTMQRDBC2SZ071
U@PAYTM-PYTM0123456-402336362507-UPI",476,0.43770552
[4],,,,21/10/24 UPI-AJAY 20.00,476,0.41850808
[3],,,,"YADAV-Q770419906@YBL-YESBOYBLUP
I-421917397458-PAY BY WHATSAPP",476,0.41989037
[3],,,,"09/11/22 UPI-ROHIT KUMAR-7767983051@AXL-CITI00000
0000231333802209 8,000.00",476,0.42760488
[8],,,,@OKAXIS-UTIB0001437-437266042682-UPI,477,0.40029496
[3],,,,"09/03/25 UPI-DMRC LIMITED-DMRC.ZKP@ICICI-ICICODCO
0000146402991600 120.00",477,0.46048671
[2],,,,"UPI-ROHIT KUMAR-NSROHIT 16-3@OKICICI-DBSS
0000 UPI-ROHIT 4,870.00",477,0.40489769
[3],,,,"KUMAR-AMITKULHARI261@YBL-HDFC00
09506-272370052077-PAYMENT FROM PHONE",477,0.47043204
[7],,,,"UPI-RAJESHKUMAR-GPAY-11180146643@OKBIZAX
0000402489971721 40.00",478,0.43800083
[1],,,,"18/07/24 UPI-UNIQUE IDENTIFICATIO-RESIDENTUIDAI4.
0000420082615699 50.00",478,0.41428384
[3],,,,UPI-AJAY 10.00,478,0.37805566
[3],,,,"26/09/22 UPI-KOMAL 09/22 15,000.00",478,0.40445682
[6],,,,04/01/ UPI-PRASAD ANIL 50.00,479,0.39366406
[5],,,,01/03/24 UPI-DROGHERIA SELLERS 248.99,479,0.39270261
[8],,,,"11/01/23 UPI-BHARATPEMERCHANT-BHARATPE.9041753828
0000301171571043 720.00",479,0.47096792
[1],,,,AYTM-PYTM0123456-322543769219-UPI,480,0.42011762
[1],,,,UPI-KIRAN CHANDRAKANT 25.00,480,0.41727772
[4],,,,12/11/22 POS 416021XXXXXX9659 RELIANCE FRESH 12/11/22 169.06,480,0.4263483
[],,,,17/11/23 UPI-AJAY 20.00,480,0.40109953
[3],,,,UPI-AJEET 65.00,481,0.435458
[6],,,,"179@INDUS-INDBOMERCHA-251711489101-PAYME
NT FROM PHONE",481,0.45043883
[7],,,,YADAV-Q770419906@YBL-YESBOYBLUP,481,0.39954218
[1],,,,03/09/24 UPI-AJAY 10.00,481,0.37685284
[4],,,,"28/10/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000330141825572 10/23 165.00",482,0.41353628
[8],,,,"P2T535462@FBPE-FDRL0001382-423517749434-
PAY BY WHATSAPP",482,0.41465536
[7],,,,SBOYBLUPI-400624217371-UPI,483,0.39455968
[6],,,,"05/03/24 UPI-RAJESH KUMAR-BHARATPE.90069920314@FB
0000 03/24 2,150.00",483,0.38934958
[4],,,,"16/03/25 UPI-JR SAJAN KUMAR-7667718779@AXL-BDBL00
0000703936605109 03/25 345.00",483,0.44829264
[4],,,,18/10/24 UPI-MR RAJESHKUMAR 10/24 10.00,483,0.41714984
[1],,,,"19/12/24 UPI-SEKH ABDUL-7797025244@AXL-SBIN00124
0000174411438523 12/24 400.00",483,0.39521837
[],,,,1011LZQBBCUYSVK@PAYTM-PYTM0123456-234430,483,0.46193156
[8],,,,"PAUL-SUBHAJITROYALFS-1@OKAX
IS-BARBOVJTEZP-229649539326-PAYMENT FROM
PHONE",483,0.40305659
[5],,,,"21/01/24 UPI-RAJESHKUMAR-GPAY-11180146643@OKBIZAX
0000402166845990 60.00",484,0.42882785
[5],,,,"13/08/24 UPI-GANESH MADHAVRAO
0000422612676063 3,400.00",484,0.41298291
[9],,,,UPI-SUMIT KRISHNAKUMAR 500.00,484,0.40129423
[],,,,"28/12/23 UPI-RAMDAS DHONDIRAM
0000336272249289 20.00",485,0.38959029
[5],,,,"17/09/24 UPI-KULTURE VENTURES-9162530306@OKBIZAXI
0000426149153153 10.00",485,0.3742044
[3],,,,5311861-PAYMENT FROM PHONE,485,0.4521687
[7],,,,"21/11/22 UPI-ROHIT KUMAR-7767983051@AXL-CITI00000
0000232576963343 11/22 1,071.00",485,0.42426011
[8],,,,UPI-SUBHAJIT 23/10/22 400.00,485,0.40190083
[8],,,,@PAYTM-PYTM0123456-331537118450-UPI,487,0.40946656
[7],,,,232-PAYMENT FROM PHONE,487,0.44935563
[1],,,,208413941-PAY20FOR20MERCHANT,487,0.39880592
[3],,,,"16/01/24 UPI-SANJEET SIYARAM RAY-9689491400@YBL-P
0000438253527252 01/24 300.00",488,0.42724189
[2],,,,24/02/24 UPI-MR DIY MONTCLAIR-Q047585031@YBL-YESB 39.00,488,0.38505176
[2],,,,"ACH D- HDFC BANK LTD-414221270 7,764.00",488,0.43728831
[5],,,,SGS8Y-57500000343413 - ZERODHA BROKING,488,0.41360053
[],,,,"DFB-XXXXXXX9432-HDFCLIMITEDBANKACCOUNTVA
LIDATION",488,0.39296916
[8],,,,"RANI-KOMALRANI905-2@OKAXIS-UTI
B0005144-",488,0.40582341
[3],,,,"UPI-CHETAN SIRVI-Q527348442@YBL-YESBOYBL
0000400142825921 100.00",489,0.38983479
[1],,,,UPI-IRCTC WEB UPI-PAYTM-651536@PAYTM-PYT 738.95,489,0.40819165
[7],,,,SHOP-PAYTMQR5ERATO@PTYS-YE,489,0.37275279
[8],,,,"08/01/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000300809549123 01/23 54.00",489,0.45022437
[5],,,,12/10/22 UPI-PAWAN 400.00,489,0.39869943
[],,,,UPI-KAILASH TABIYAR-Q939993686@YBL-YESBO 25.00,489,0.3956005
[4],,,,18/10/24 UPI-AJAY 15.00,490,0.41219142
[7],,,,"MAHB0001384-725927125033-PAYMENT FROM PH
ONE",490,0.39320517
[1],,,,"16/07/24 UPI-AMIT KUMAR-7767984663@YBL-SBIN00104
0000456455892792 1.00",490,0.40468225
[9],,,,"02/12/22 UPI-SWIGGY-SWIGGY@YESPAY-YESBOYESUPI-233
0000233612168458 216.00",490,0.4225809
[2],,,,08/03/25 UPI-PATANJALI AROGYA KEN-GPAY-1123042648 750.00,491,0.43782952
[4],,,,UPI-BABU 20.00,491,0.36706302
[4],,,,"01/01/24 UPI-THE CHINESE
0000400150943802 01/24 310.00",492,0.38519746
[],,,,18/02/24 UPI-NAVAJ MUKHTAR 35.00,492,0.38087073
[1],,,,"23/08/23 UPI-ROHIT KUMAR-7767983051@YBL-CITI00000
0000323567360015 08/23 800.00",492,0.40459034
[5],,,,"03/01/25 UPI-SHOURYA CAR RENTAL S-8208226464@OKBI
0000536962815508 01/25 246.00",492,0.38994715
[6],,,,"UPI-AMIT KUMAR-7767984663@YBL-SBIN00104
0000370441212790 UPI-AMIT KUMAR-7767984663@YBL 12/23 3,000.00",492,0.39608532
[6],,,,OKHDFCBANK-HDFC0000794-402335471059-UPI,493,0.41891789
[5],,,,12/10/22 UPI-MANPASAND 10/22 73.00,493,0.39877996
[1],,,,"06/10/24 UPI-DEEPIKAWONAVRATAN-Q536849062@YBL-YES
0000464645617679 65.00",494,0.40775812
[],,,,AYTM-YESBOPTMUPI-419362188433-UPI,494,0.40311101
[9],,,,UPI-GANESH NIVRUTTI 40.00,494,0.36713234
[7],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-300752175343-UPI",494,0.44761035
[3],,,,73-PAYMENT FROM PHONE,494,0.41239938
[5],,,,"UPI-HDFC LIMITED BILLDES-HDFCLIMITED.BIL
0000401903219010 1,770.00",495,0.41233903
[],,,,25/02/25 UPI-MOHD 02/25 286.00,495,0.43062764
[6],,,,"04/03/24 UPI-SAKET 2,500.00",496,0.38018528
[3],,,,UPI-AJAY 35.00,496,0.40367788
[8],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-301190376244-UPI",496,0.44790414
[5],,,,15/11/22 UPI-SURESHKUMAR CHOTMAL 40.00,496,0.41148266
[9],,,,UPI-AKASH RAMCHANDRA UPI-AKASH RA 950.00,497,0.38485578
[9],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-331679326456-UPI",497,0.40388727
[8],,,,25/01/25 UPI-MAHANANDA ANNA 380.00,497,0.38672969
[3],,,,"AYTM-YESBOPTMUPI-425361660472-PAY BY WHA
TSAPP",497,0.36444345
[7],,,,"05/12/23 UPI-FULABHAI JETABHAI
0000333977610220 20.00",497,0.39687341
[9],,,,"UPI-PARVATI DEVI RATHOR -Q761685280@YBL-
0000 105.00",498,0.41227293
[3],,,,17/10/24 UPI-SHREE GANESH PAN 10.00,498,0.40651494
[2],,,,68672-PAYMENT FROM PHONE,498,0.44525933
[6],,,,"15/10/22 UPI-SHREE SAI STORE-BHARATPE90720003342@
0000228802692139 10/22 150.00",498,0.3996709
[7],,,,"08/11/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000331218768131 11/23 1,036.00",499,0.40051129
[5],,,,"XIS-UTIB0000553-422605452115-PAY BY WHAT
SAPP",499,0.39769942
[8],,,,28/09/24 UPI-VISHWAJEET 09/24 165.00,499,0.36392027
[9],,,,"26/03/24 26/03/24 UPI-ROHIT KUMAR-NSROHIT 16-1@OKICICI-CITI
0000408660997280 03/24 2,000.00",500,0.37847567
[2],,,,08/03/25 UPI-SWEAT 260.00,500,0.42928913
[2],,,,"20/12/22 UPI-SURESHKUMAR CHOTMAL
0000235476417267 12/22 51.00",500,0.44418165
[5],,,,"17/11/22 UPI-ONKAR BHARATRAO
0000268794539410 11/22 38.00",500,0.41071334
[1],,,,UPI-VIJAY SAHU-PAYTMQR2810050501013C8VGD 45.00,501,0.38314342
[3],,,,UPI-NSDL 77.00,501,0.41062447
[3],,,,"28/12/24 UPI-ABHIJIT ABHANG BIRAD-7820802025@YBL-
0000852894970805 1,228.00",501,0.38543072
[4],,,,YESBOYBLUPI-422446495161-PAY BY WHATSAPP,501,0.39569494
[9],,,,YTM-PYTM0123456-335552719996-UPI,501,0.39205715
[1],,,,"YADAV-Q770419906@YBL-YESBOYBLUP
I-464754537333-PAYMENT FROM PHONE",502,0.40465677
[9],,,,RANI-KOMALRANI905-2@OKAXIS-UTI,503,0.39414573
[2],,,,"19/08/22 UPI-ROHIT KUMAR-7767983051@AXL-CITI00000
0000223103085891 08/22 4,638.00",503,0.39752305
[1],,,,"18/11/23 UPI-CHINTAMANI MEDICINE -GPAY-1116698589
0000332292794949 20.00",503,0.38928646
[2],,,,"CHAVAN-BHARATPE9072695095
9@YESBANKLTD-YESBOYESUPI-336474115895-PA
Y TO BHARATPE ME",504,0.37793428
[6],,,,23/01/24 UPI-MAJID 01/24 100.00,504,0.40994993
[],,,,"XIS-UTIB0000553-634983188309-PAYMENT FRO
M PHONE",504,0.42239055
[9],,,,11/11/23 UPI-M S VARDHAMAN 145.00,504,0.40030339
[3],,,,16/10/24 UPI-AJAY 40.00,504,0.40240857
[],,,,"31/08/24 UPI-SURESH KUMAR
0000424483822836 08/24 160.00",504,0.36214754
[8],,,,2358526-PAYMENT FROM PHONE,505,0.38472059
[],,,,"12/07/24 REV-UPI-50100493997379-NSROHIT16-1@OKHDF
0000419402781295 07/24 135.00",505,0.39172801
[2],,,,"21/12/22 UPI-SWIGGY-SWIGGYUPI@AXISBANK-UTIB000000
0000235538143488 147.00",505,0.44412822
[1],,,,KUMAR-KUMARNWB@AXL-DBSSOIN0811,506,0.37617892
[6],,,,"01011VJ966WFZ991@PAYTM-PYTM0123456-40613
8584663-UPI",506,0.37470901
[3],,,,"09/03/25 UPI-DMRC LIMITED-DMRC.ZKP@ICICI-ICICODCO
0000633632303501 09/03/25 20.00",506,0.42005113
[],,,,"BKID0000721-171233652448-PAYMENT FROM PH
ONE",507,0.38239485
[2],,,,"22/11/23 UPI-SWIGGY-SWIGGY@YESPAY-YESBOYESUPI-332
0000332603434976 11/23 212.00",507,0.38897192
[7],,,,UPI-SURAJ RAMESH 06/01/24 20.00,508,0.37104285
[9],,,,"21/03/24 UPI-AMAZON 03/24 1,155.00",508,0.3747406
[4],,,,28/10/23 UPI-RAJ SUPER MARKET-PAYTMQR281005050101 15.00,508,0.39814049
[7],,,,"09/11/24 UPI-UMAKANT HANMANT
0000860826560060 130.00",508,0.39862531
[4],,,,"30/09/22 UPI-AMIT 20,000.00",508,0.3970789
[9],,,,BLUPI-440158689307-PAYMENT FROM PHONE,509,0.40544102
[3],,,,BAIKAR-PAYTMQR5XGKH8@P,509,0.38270235
[2],,,,"YADAV-Q770419906@YBL-YESBOYBLUP
I-424984193940-PAY BY WHATSAPP",509,0.36223641
[8],,,,09/01/23 UPI-SURESHKUMAR CHOTMAL 01/23 20.00,509,0.44091675
[6],,,,"19/11/22 UPI-SWIGGY-UPISWIGGY@ICICI-ICIC0DC0099-2
0000232391248551 11/22 117.00",509,0.40896729
[4],,,,"13/03/25 UPI-DMRC LIMITED-DMRC.ZKP@ICICI-ICIC0DCO
0000832066546493 03/25 120.00",510,0.41636962
[2],,,,"IMPS-421710333224-ROHIT KUMAR-UTIB-XXXXX
0000421710333224 31,000.00",510,0.39259437
[4],,,,YESBOYBLUPI-401733739171-UPI,511,0.40282381
[6],,,,"10/01/25 UPI-KOMAL RANI-7507438491-3@YBL-UTIB0005
0000873829237016 01/25 250.00",511,0.37890679
[8],,,,29/09/24 UPI-SURESH KUMAR 60.00,511,0.36045444
[8],,,,"SAH-AJAYKUMARSHAH672-1@OK
AXIS-BKID0004850-400738887604-UPI",512,0.37033209
[4],,,,"28/10/23 UPI-URMILA SHIVRAJ BHOSA-PAYTMQR28100505
0000330151161170 10/23 125.00",512,0.39795136
[4],,,,"YESBOYBLUPI-465884567008-PAYMENT FROM PH
ONE",512,0.39707062
[3],,,,29/09/22 UPI-BONNY FOODS-Q527980253@YBL-IBKL00011 225.00,512,0.39210448
[4],,,,GUPTA-PAYTMQR1MSTPZ78U0@PA,512,0.3843627
[6],,,,23/01/24 UPI-MHATOBA 15.00,513,0.40372202
[],,,,"18/02/24 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000404902469995 02/24 159.00",513,0.37365046
[8],,,,UPI-AJAY 15.00,513,0.39024782
[1],,,,UPI-UBER INDIA SYSTEMS 52.60,514,0.36550498
[3],,,,15/10/24 UPI-AJEET 25.00,514,0.3953709
[5],,,,"29/12/22 UPI-BHARATPEMERCHANT-BHARATPE.0851960811
0000236356249286 60.00",514,0.4382107
[9],,,,"27/11/22 UPI-BHARATPEMERCHANT-BHARATPE.0851960811
0000233153264402 160.00",514,0.40578285
[],,,,"17/11/23 UPI-YASH VEGETABLES AND -8080384556@OKBI
0000332154437901 11/23 400.00",514,0.37915975
[8],,,,"KUMAR-NSROHIT16@OKAXIS-DBSSOIN
0811-546203231108-UPI",515,0.41483131
[3],,,,06/09/24 UPI-MR HANUMANT DADA 25.00,515,0.35875291
[5],,,,"06/01/25 UPI-SHRADDHA BEER AND
0000672019237008 975.00",516,0.37649933
[8],,,,PANWAR-BHARATPE.900U0J7,516,0.38941526
[5],,,,"SWEETS-MANPASANDSWEE123TS@
ICICI-ICICODC0099-228530134008-PAYMENT F
ROM PHONE",516,0.38856104
[4],,,,02/01/24 02/01/24 UPI-UBER INDIA SYSTEMS 01/24 269.66,517,0.36492771
[5],,,,"20/01/24 UPI-APP STORE CODE-PAYTM-648052425@PAYTM
0000438659312529 01/24 300.00",517,0.40168351
[1],,,,"28/02/25 UPI-SAURABH KUMAR-7875226959@AXL-SBIN00
0000294607688977 02/25 10,000.00",517,0.41045412
[6],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-331076471887-UPI",517,0.39743537
[1],,,,"UPI-COSMOS-BHARATPE907720176487@YESBANKL
0000405193668763 740.00",518,0.36830619
[7],,,,"10/11/24 UPI-AMIT KUMAR-7767984663 IDFC@YBL-IDFB00
0000422410561177 11/24 2,000.00",518,0.39319405
[3],,,,YESBOYBLUPI-421993088020-PAY BY WHATSAPP,518,0.38338393
[6],,,,"04/01/23 UPI-ROHIT KUMAR-7767983051@YBL-CITI00000
0000300498141359 15,000.00",518,0.43799216
[6],,,,"18/11/22 18/11/22 UPI-YOGENDRA PRATAP SING-Q383756869@YBL-
0000268830529992 80.00",518,0.40322438
[6],,,,"SWEETS-MANPASANDSWEE123TS@
ICICI-ICICODC0099-228816790060-PAYMENT F
ROM PHONE",518,0.38791484
[],,,,"POS 416021XXXXXX9659 HENNES N MAURITZ 2,699.00",519,0.39389041
[3],,,,PHA-PAYTMQR584G35@P,519,0.35819662
[1],,,,5-332205642404-PAYMENT FROM PHONE,519,0.38011935
[5],,,,4232004-PAYMENT FROM PHONE,520,0.36469477
